route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color,exact_times
"26-202-8-sj2-1","2606","2028","Woy Woy Station to St John the Baptist PS","School buses","712","00B5EF","FFFFFF","1"
"26-202-9-sj2-1","2606","2029","Cape Three Points Rd to Terrigal PS","School buses","712","00B5EF","FFFFFF","1"
"26-203-0-sj2-1","2606","2030","Castle Cct to Woy Woy South PS","School buses","712","00B5EF","FFFFFF","1"
"26-203-1-sj2-1","2606","2031","Erina HS to St Patricks PS","School buses","712","00B5EF","FFFFFF","1"
"26-203-2-sj2-1","2606","2032","Empire Bay Dr after The Scenic Rd to St John the Baptist PS","School buses","712","00B5EF","FFFFFF","1"
"26-203-3-sj2-1","2606","2033","Melville Rd to St Edwards and St Josephs College","School buses","712","00B5EF","FFFFFF","1"
"26-203-4-sj2-1","2606","2034","Curringa Rd After Arunta Av to Henry Kendall HS","School buses","712","00B5EF","FFFFFF","1"
"26-203-5-sj2-1","2606","2035","Davistown Rd to St Patricks PS via Steyne Rd","School buses","712","00B5EF","FFFFFF","1"
"26-203-6-sj2-1","2606","2036","St Huberts Island to St Patricks PS","School buses","712","00B5EF","FFFFFF","1"
"26-203-7-sj2-1","2606","2037","Wyoming Shops to St Patricks PS","School buses","712","00B5EF","FFFFFF","1"
"26-203-8-sj2-1","2606","2038","Lisarow Shops to Gosford PS","School buses","712","00B5EF","FFFFFF","1"
"26-203-9-sj2-1","2606","2039","Kincumber PS to Central Coast Grammar School","School buses","712","00B5EF","FFFFFF","1"
"26-204-0-sj2-1","2606","2040","Bradleys Rd to Central Coast Grammar School","School buses","712","00B5EF","FFFFFF","1"
"26-204-1-sj2-1","2606","2041","Hanlan St near Carrington St to St Patricks PS","School buses","712","00B5EF","FFFFFF","1"
"26-204-2-sj2-1","2606","2042","Gosford Station to Gosford PS","School buses","712","00B5EF","FFFFFF","1"
"26-204-3-sj2-1","2606","2043","CC Hwy after Kirby Rd to Terrigal PS","School buses","712","00B5EF","FFFFFF","1"
"26-204-4-sj2-1","2606","2044","Jirramba Av to Green Point College","School buses","712","00B5EF","FFFFFF","1"
"26-204-5-sj2-1","2606","2045","Imperial Centre to St Philips College","School buses","712","00B5EF","FFFFFF","1"
"26-204-6-sj2-1","2606","2046","Jirramba Av to Holy Cross PS","School buses","712","00B5EF","FFFFFF","1"
"26-204-7-sj2-1","2606","2047","James Sea Dr near Wagtail Pl to Kincumber HS","School buses","712","00B5EF","FFFFFF","1"
"26-204-8-sj2-1","2606","2048","Woy Woy Station to Central Coast Grammar School","School buses","712","00B5EF","FFFFFF","1"
"26-204-9-sj2-1","2606","2049","Niagara Park PS to Ourimbah PS","School buses","712","00B5EF","FFFFFF","1"
"26-205-0-sj2-1","2606","2050","Gosford Station to Point Clare PS","School buses","712","00B5EF","FFFFFF","1"
"26-205-1-sj2-1","2606","2051","Manns Rd at Adam St to Niagara Park PS","School buses","712","00B5EF","FFFFFF","1"
"26-205-2-sj2-1","2606","2052","Kincumber PS to Green Point College","School buses","712","00B5EF","FFFFFF","1"
"26-205-3-sj2-1","2606","2053","Jirramba Av to Kincumber HS","School buses","712","00B5EF","FFFFFF","1"
"26-205-4-sj2-1","2606","2054","Woy Woy Station to St Philips College","School buses","712","00B5EF","FFFFFF","1"
"26-205-5-sj2-1","2606","2055","Davistown Rd after High St to Erina HS","School buses","712","00B5EF","FFFFFF","1"
"26-205-6-sj2-1","2606","2056","Ettalong Memorial Club to St John the Baptist PS","School buses","712","00B5EF","FFFFFF","1"
"26-205-7-sj2-1","2606","2057","Copacabana Dr to Holy Cross PS via Avoca Beach","School buses","712","00B5EF","FFFFFF","1"
"26-205-8-sj2-1","2606","2058","Chico St to Kincumber HS","School buses","712","00B5EF","FFFFFF","1"
"26-205-9-sj2-1","2606","2059","Carrington St after Manns Rd to Niagara Park PS","School buses","712","00B5EF","FFFFFF","1"
"26-206-0-sj2-1","2606","2060","Woy Woy Station to Green Point College","School buses","712","00B5EF","FFFFFF","1"
"26-206-1-sj2-1","2606","2061","Woy Woy Station to St John the Baptist PS","School buses","712","00B5EF","FFFFFF","1"
"26-206-2-sj2-1","2606","2062","Melville Rd to Kincumber HS","School buses","712","00B5EF","FFFFFF","1"
"26-206-3-sj2-1","2606","2063","Lisarow HS to Niagara Park PS","School buses","712","00B5EF","FFFFFF","1"
"26-206-4-sj2-1","2606","2064","St Huberts Island to Kincumber HS","School buses","712","00B5EF","FFFFFF","1"
"26-206-5-sj2-1","2606","2065","Oberton St near School St to Avoca PS","School buses","712","00B5EF","FFFFFF","1"
"26-206-6-sj2-1","2606","2066","Kildare St to St Edwards and St Josephs College","School buses","712","00B5EF","FFFFFF","1"
"26-206-7-sj2-1","2606","2067","110 Avoca Dr to Brisbania PS","School buses","712","00B5EF","FFFFFF","1"
"26-206-8-sj2-1","2606","2068","Cape Three Points Rd to Kincumber HS","School buses","712","00B5EF","FFFFFF","1"
"26-206-9-sj2-1","2606","2069","Bellbowrie Av to Wyoming PS","School buses","712","00B5EF","FFFFFF","1"
"26-207-0-sj2-1","2606","2070","Wisemans Ferry Rd at Berecry Rd to St Patricks PS","School buses","712","00B5EF","FFFFFF","1"
"26-207-1-sj2-1","2606","2071","Lisarow Shops to Wyoming PS","School buses","712","00B5EF","FFFFFF","1"
"26-207-2-sj2-1","2606","2072","The Round Dr at Ridgeway Rd to Kincumber HS","School buses","712","00B5EF","FFFFFF","1"
"26-207-3-sj2-1","2606","2073","Saratoga Shops to Erina HS","School buses","712","00B5EF","FFFFFF","1"
"26-207-4-sj2-1","2606","2074","Curringa Rd After Arunta Av to Edwards and St Josephs College","School buses","712","00B5EF","FFFFFF","1"
"26-207-5-sj2-1","2606","2075","Ourimbah Creek Rd to Lisarow HS","School buses","712","00B5EF","FFFFFF","1"
"26-207-6-sj2-1","2606","2076","Woy Woy Station to Umina PS","School buses","712","00B5EF","FFFFFF","1"
"26-207-7-sj2-1","2606","2077","Del Monte Pl at Pampas Av to Kincumber HS","School buses","712","00B5EF","FFFFFF","1"
"26-207-8-sj2-1","2606","2078","Coachwood Dr near Tallowood Cr to Valley View PS","School buses","712","00B5EF","FFFFFF","1"
"26-207-9-sj2-1","2606","2079","Woy Woy Station to Brisbane Waters College, Umina","School buses","712","00B5EF","FFFFFF","1"
"26-208-0-sj2-1","2606","2080","Empire Bay PS to Pretty Beach PS","School buses","712","00B5EF","FFFFFF","1"
"26-208-1-sj2-1","2606","2081","Chico St to Gosford Station","School buses","712","00B5EF","FFFFFF","1"
"26-208-2-sj2-1","2606","2082","Gosford Station to International Football School","School buses","712","00B5EF","FFFFFF","1"
"26-208-3-sj2-1","2606","2083","Gosford Station to International Football School","School buses","712","00B5EF","FFFFFF","1"
"26-208-4-sj2-1","2606","2084","Wagstaffe PO to Green Point Shops","School buses","712","00B5EF","FFFFFF","1"
"26-208-5-sj2-1","2606","2085","Lisarow Station to Lisarow HS via Fagans Rd","School buses","712","00B5EF","FFFFFF","1"
"26-208-6-sj2-1","2606","2086","Narara PS to Lisarow PS via Fagans Rd","School buses","712","00B5EF","FFFFFF","1"
"26-208-7-sj2-1","2606","2087","Castle Cct to Brisbane Waters College, Woy Woy","School buses","712","00B5EF","FFFFFF","1"
"26-208-8-sj2-1","2606","2088","Orange Grove Rd to Brisbane Waters College, Umina","School buses","712","00B5EF","FFFFFF","1"
"26-208-9-sj2-1","2606","2089","Umina PS to St Edwards and St Josephs College","School buses","712","00B5EF","FFFFFF","1"
"26-209-0-sj2-1","2606","2090","Terrigal PS to Erina Heights PS","School buses","712","00B5EF","FFFFFF","1"
"26-209-1-sj2-1","2606","2091","Our Lady Of The Rosary School to Lisarow HS","School buses","712","00B5EF","FFFFFF","1"
"26-209-2-sj2-1","2606","2092","St Philips College to Chamberlain Rd near Giselle Av","School buses","712","00B5EF","FFFFFF","1"
"26-209-3-sj2-1","2606","2093","Kincumber PS to Copacabana PS","School buses","712","00B5EF","FFFFFF","1"
"26-209-4-sj2-1","2606","2094","Koolewong Station to St Patricks PS","School buses","712","00B5EF","FFFFFF","1"
"26-209-5-sj2-1","2606","2095","Woy Woy Station to Empire Bay PS","School buses","712","00B5EF","FFFFFF","1"
"26-209-6-sj2-1","2606","2096","Maliwa Rd to Narara PS","School buses","712","00B5EF","FFFFFF","1"
"26-209-7-sj2-1","2606","2097","Umina PS to St Edwards and St Josephs College","School buses","712","00B5EF","FFFFFF","1"
"26-209-8-sj2-1","2606","2098","Kincumber PS to Brisbane Waters College, Woy Woy","School buses","712","00B5EF","FFFFFF","1"
"26-209-9-sj2-1","2606","2099","Chamberlain Rd near Giselle Av to Lisarow HS","School buses","712","00B5EF","FFFFFF","1"
"26-210-0-sj2-1","2606","2100","Gosford HS to Gosford Station","School buses","712","00B5EF","FFFFFF","1"
"26-210-1-sj2-1","2606","2101","Allan St op Dior Cl to Lisarow HS via Narara Station","School buses","712","00B5EF","FFFFFF","1"
"26-210-2-sj2-1","2606","2102","59 The Rampart Before Castle Cct to St Edwards Brothers College","School buses","712","00B5EF","FFFFFF","1"
"26-210-3-sj2-1","2606","2103","Woy Woy Station to Holy Cross PS via St Huberts Island","School buses","712","00B5EF","FFFFFF","1"
"26-210-4-sj2-1","2606","2104","West St Before Oscar St Coles to St Patrick PS","School buses","712","00B5EF","FFFFFF","1"
"26-210-6-sj2-1","2606","2106","Gosford Station to St Phillips College","School buses","712","00B5EF","FFFFFF","1"
"26-210-7-sj2-1","2606","2107","Point Clare Station to Henry Kendall HS","School buses","712","00B5EF","FFFFFF","1"
"26-210-9-sj2-1","2606","2109","Wyong Station to St Peters College","School buses","712","00B5EF","FFFFFF","1"
"26-211-1-sj2-1","2606","2111","Ravendale to St Cecilias School","School buses","712","00B5EF","FFFFFF","1"
"26-211-2-sj2-1","2606","2112","Pollock Av after Johns Rd to Wadalba Community School via Rocky point","School buses","712","00B5EF","FFFFFF","1"
"26-211-3-sj2-1","2606","2113","Summerland Point to Lakes Grammar School via Kingfisher Shores","School buses","712","00B5EF","FFFFFF","1"
"26-211-5-sj2-1","2606","2115","Main Rd at Birriga Rd to Gorokan HS","School buses","712","00B5EF","FFFFFF","1"
"26-211-7-sj2-1","2606","2117","Hiawatha Rd after Sparks Rd to Kanwal PS via Warnervale PS","School buses","712","00B5EF","FFFFFF","1"
"26-211-8-sj2-1","2606","2118","Catho Pub, Clarke St to Nords Wharf PS","School buses","712","00B5EF","FFFFFF","1"
"26-212-0-sj2-1","2606","2120","Moala Pde after Pacific Hwy to Toukley PS via Norah Head","School buses","712","00B5EF","FFFFFF","1"
"26-212-1-sj2-1","2606","2121","Lake Haven Shopping Centre to Wyong Station","School buses","712","00B5EF","FFFFFF","1"
"26-212-2-sj2-1","2606","2122","Wyong Station to Wyong TAFE","School buses","712","00B5EF","FFFFFF","1"
"26-212-3-sj2-1","2606","2123","Lake Haven Shopping Centre, Lake Haven Dr to Mini St at Hutton Rd","School buses","712","00B5EF","FFFFFF","1"
"26-212-5-sj2-1","2606","2125","Norah Head Park, Bungary Rd to Lakes grammar School via Toukley","School buses","712","00B5EF","FFFFFF","1"
"26-212-6-sj2-1","2606","2126","Anglican Care, Mataram Rd to Wadalba Community School","School buses","712","00B5EF","FFFFFF","1"
"26-212-7-sj2-1","2606","2127","Lake Haven Shopping Centre to Lakes Grammar School","School buses","712","00B5EF","FFFFFF","1"
"26-212-8-sj2-1","2606","2128","Eloura Av after Narambi Rd to Budgewoi PS","School buses","712","00B5EF","FFFFFF","1"
"26-212-9-sj2-1","2606","2129","Wyong Station to St Peters College","School buses","712","00B5EF","FFFFFF","1"
"26-213-0-sj2-1","2606","2130","Tuggerawong Rd at Jensen Rd to Wadalba Community School","School buses","712","00B5EF","FFFFFF","1"
"26-213-1-sj2-1","2606","2131","Fravent St opp Hammond Rd to Gorokan HS","School buses","712","00B5EF","FFFFFF","1"
"26-213-4-sj2-1","2606","2134","Mini St at Hutton Rd to Wiripaang PS","School buses","712","00B5EF","FFFFFF","1"
"26-213-5-sj2-1","2606","2135","Kanwal PS to Gorokan PS","School buses","712","00B5EF","FFFFFF","1"
"26-213-6-sj2-1","2606","2136","Lake Haven Shopping Centre to Toukley PS via St Marys PS","School buses","712","00B5EF","FFFFFF","1"
"26-213-7-sj2-1","2606","2137","CharmHaven Shops, Pacific Hwy to Kanwal PS via Lake Haven Shopping Centre","School buses","712","00B5EF","FFFFFF","1"
"26-213-9-sj2-1","2606","2139","Bloodtree Rd at George Downes Dr to Central Mangrove PS via Cedar Brush Crk","School buses","712","00B5EF","FFFFFF","1"
"26-214-0-sj2-1","2606","2140","Kawal PS to Wyong PS via Tacoma","School buses","712","00B5EF","FFFFFF","1"
"26-214-2-sj2-1","2606","2142","Howelston Rd after Marks Rd to Kanwal PS","School buses","712","00B5EF","FFFFFF","1"
"26-214-4-sj2-1","2606","2144","Wyong Station to Wyong PS","School buses","712","00B5EF","FFFFFF","1"
"26-214-5-sj2-1","2606","2145","Kanwal Village Shops to Wadalba Community School","School buses","712","00B5EF","FFFFFF","1"
"26-214-6-sj2-1","2606","2146","Tuggerawong Rd opp Murrawal Rd to St Peters College","School buses","712","00B5EF","FFFFFF","1"
"26-214-7-sj2-1","2606","2147","Brittania Dr before Guardian Rd to Wyong HS","School buses","712","00B5EF","FFFFFF","1"
"26-214-8-sj2-1","2606","2148","Nurses Rd before Georges Downes Dr to Peats Ridge PS viaPacific Hwy","School buses","712","00B5EF","FFFFFF","1"
"26-214-9-sj2-1","2606","2149","Lake Munmorah HS to Lake Grammar School","School buses","712","00B5EF","FFFFFF","1"
"26-215-0-sj2-1","2606","2150","Budgewoi Rd before Ourringo St to Northlakes HS","School buses","712","00B5EF","FFFFFF","1"
"26-215-1-sj2-1","2606","2151","Narambi Rd opp Lorne St to Northlakes HS","School buses","712","00B5EF","FFFFFF","1"
"26-215-2-sj2-1","2606","2152","Lake Haven Shopping Centre to Warnervale PS","School buses","712","00B5EF","FFFFFF","1"
"26-215-4-sj2-1","2606","2154","BloodTree Rd at George Downes Dr to Wilsemans Ferry Rd at Hallards Rd","School buses","712","00B5EF","FFFFFF","1"
"26-215-6-sj2-1","2606","2156","Magnolia Manor, Wahroonga Rd to Wadalba Community School","School buses","712","00B5EF","FFFFFF","1"
"26-215-9-sj2-1","2606","2159","Wyong Station to Wyong PS","School buses","712","00B5EF","FFFFFF","1"
"26-216-1-sj2-1","2606","2161","Norah Head Park, Bungary Rd to Noraville","School buses","712","00B5EF","FFFFFF","1"
"26-216-2-sj2-1","2606","2162","Wallarah Rd at Rita Rd to Wyong PS via Tacoma PS","School buses","712","00B5EF","FFFFFF","1"
"26-216-3-sj2-1","2606","2163","Kaye Av before Stanley St to Wadalba Community School","School buses","712","00B5EF","FFFFFF","1"
"26-216-4-sj2-1","2606","2164","NorthLakes HS toSt Cecilias School via Watanobbi","School buses","712","00B5EF","FFFFFF","1"
"26-216-5-sj2-1","2606","2165","Warnervale PS to Wadabla Community School","School buses","712","00B5EF","FFFFFF","1"
"26-216-7-sj2-1","2606","2167","Sparks Rd before Warnervale Rd to Wadalba Community School","School buses","712","00B5EF","FFFFFF","1"
"26-216-8-sj2-1","2606","2168","NorthLakes HS to opp Charmhaven Depot, Arizona Rd","School buses","712","00B5EF","FFFFFF","1"
"26-216-9-sj2-1","2606","2169","Pacific Hwy opp Mataram Rd to :ales Grammar School","School buses","712","00B5EF","FFFFFF","1"
"26-217-0-sj2-1","2606","2170","Lilo Av opp Kalele Av to Northlakes HS","School buses","712","00B5EF","FFFFFF","1"
"26-217-1-sj2-1","2606","2171","Woy Woy Station to The Croft Annex","School buses","712","00B5EF","FFFFFF","1"
"26-218-6-sj2-1","2606","2186","Gwandalan to Lake Munmorah HS","School buses","712","00B5EF","FFFFFF","1"
"26-218-7-sj2-1","2606","2187","Summerland Point to Lake Munmorah HS","School buses","712","00B5EF","FFFFFF","1"
"26-218-8-sj2-1","2606","2188","Chain Valley Bay to Mackillop College via Lake Munmorah","School buses","712","00B5EF","FFFFFF","1"
"26-218-9-sj2-1","2606","2189","Mannering Park PS to Lake Munmorah HS","School buses","712","00B5EF","FFFFFF","1"
"26-219-0-sj2-1","2606","2190","Mannering Park to Lake Munmorah HS","School buses","712","00B5EF","FFFFFF","1"
"26-219-1-sj2-1","2606","2191","Wyee Stn to Lake Munmorah HS via Wyee Point","School buses","712","00B5EF","FFFFFF","1"
"26-219-2-sj2-1","2606","2192","Swansea Library to Mackillop College","School buses","712","00B5EF","FFFFFF","1"
"26-219-4-sj2-1","2606","2194","Gwandalan to St Brendan's PS","School buses","712","00B5EF","FFFFFF","1"
"26-219-5-sj2-1","2606","2195","Summerland Point to St Brendan's PS","School buses","712","00B5EF","FFFFFF","1"
"26-219-6-sj2-1","2606","2196","Kingfisher Shores to St Brendan's PS via Chain Valley Bay","School buses","712","00B5EF","FFFFFF","1"
"26-219-7-sj2-1","2606","2197","Wyee Stn to St Brendan's PS via Wyee Point and Mannering Park","School buses","712","00B5EF","FFFFFF","1"
"26-219-8-sj2-1","2606","2198","Blue Haven to St Brendan's via Doyalson North","School buses","712","00B5EF","FFFFFF","1"
"26-219-9-sj2-1","2606","2199","Buff Point to St Brendan's PS via San Remo and Doyalson North","School buses","712","00B5EF","FFFFFF","1"
"26-220-0-sj2-1","2606","2200","Halekulani to St Brendan's PS via Budgewoi","School buses","712","00B5EF","FFFFFF","1"
"26-220-1-sj2-1","2606","2201","Catherine Hill Bay to Nords Wharf PS","School buses","712","00B5EF","FFFFFF","1"
"26-220-4-sj2-1","2606","2204","Summerland Point to Lake Munmorah PS via Gwandalan","School buses","712","00B5EF","FFFFFF","1"
"26-220-5-sj2-1","2606","2205","Summerland Point to Lake Munmorah PS via Gwandalan PS","School buses","712","00B5EF","FFFFFF","1"
"26-220-6-sj2-1","2606","2206","Kingfisher Shores to Lake Munmorah PS via Chain Valley Bay","School buses","712","00B5EF","FFFFFF","1"
"26-220-7-sj2-1","2606","2207","Wyee Point to Lake Munmorah PS via Mannering Park","School buses","712","00B5EF","FFFFFF","1"
"26-220-8-sj2-1","2606","2208","Munmorah United Bowling Club to Lake Munmorah PS","School buses","712","00B5EF","FFFFFF","1"
"26-220-9-sj2-1","2606","2209","Gwandalan to Lake Munmorah HS via Kanangra Dr","School buses","712","00B5EF","FFFFFF","1"
"26-222-0-sj2-1","2606","2220","Gosford Station to Melbourne St before Adelaide St","School buses","712","00B5EF","FFFFFF","1"
"26-222-1-sj2-1","2606","2221","Gosford Station to Gosford PS","School buses","712","00B5EF","FFFFFF","1"
"26-222-2-sj2-1","2606","2222","Gosford Station to Melbourne St before Adelaide St","School buses","712","00B5EF","FFFFFF","1"
"26-222-3-sj2-1","2606","2223","Gosford Interchange to Gosford HS","School buses","712","00B5EF","FFFFFF","1"
"26-250-0-sj2-1","2606","2500","Narra Valley HS to Kariong PS","School buses","712","00B5EF","FFFFFF","1"
"26-250-1-sj2-1","2606","2501","St Patrick PS to Spring Rd before George Downes Dr","School buses","712","00B5EF","FFFFFF","1"
"26-250-2-sj2-1","2606","2502","Terrigal PS to Brunswick Rd before Terrigal Dr","School buses","712","00B5EF","FFFFFF","1"
"26-250-3-sj2-1","2606","2503","St Phillips College to George Downes Dr opp Walkers Ridge Rd","School buses","712","00B5EF","FFFFFF","1"
"26-250-4-sj2-1","2606","2504","Narra Valley HS to Gosford Station","School buses","712","00B5EF","FFFFFF","1"
"26-250-5-sj2-1","2606","2505","Point Clare PS to Singleton Rd before Manooka Rd","School buses","712","00B5EF","FFFFFF","1"
"26-250-6-sj2-1","2606","2506","Point Clare PS to Tascott Station","School buses","712","00B5EF","FFFFFF","1"
"26-250-7-sj2-1","2606","2507","Henry Kendall HS to Morgan Rd at Pacific Hwy","School buses","712","00B5EF","FFFFFF","1"
"26-250-8-sj2-1","2606","2508","Narara Valley HS to Wyoming PS","School buses","712","00B5EF","FFFFFF","1"
"26-250-9-sj2-1","2606","2509","Narara Valley HS to Wyoming","School buses","712","00B5EF","FFFFFF","1"
"26-251-0-sj2-1","2606","2510","Somersby PS to Kariong","School buses","712","00B5EF","FFFFFF","1"
"26-251-1-sj2-1","2606","2511","Narara Valley HS to Maidens Brush Rd after Beaumont Av","School buses","712","00B5EF","FFFFFF","1"
"26-251-2-sj2-1","2606","2512","Ngaruki GulGul to Gosford Station","School buses","712","00B5EF","FFFFFF","1"
"26-251-3-sj2-1","2606","2513","Narara Valley HS to Lisarow HS","School buses","712","00B5EF","FFFFFF","1"
"26-251-4-sj2-1","2606","2514","Narara Valley HS to St Phillips College","School buses","712","00B5EF","FFFFFF","1"
"26-251-5-sj2-1","2606","2515","Narara Valley HS to Ourimbah PS","School buses","712","00B5EF","FFFFFF","1"
"26-251-6-sj2-1","2606","2516","Narara Valley HS to Wyoming Medical Centre, Kinarra Av","School buses","712","00B5EF","FFFFFF","1"
"26-251-7-sj2-1","2606","2517","St Edwards Brothers College to Greenfield Rd before Rosella Rd","School buses","712","00B5EF","FFFFFF","1"
"26-251-8-sj2-1","2606","2518","Narara Valley HS to Orange Pde after Robert St","School buses","712","00B5EF","FFFFFF","1"
"26-251-9-sj2-1","2606","2519","Erina HS to Avoca Dr opp Bayside Dr","School buses","712","00B5EF","FFFFFF","1"
"26-252-0-sj2-1","2606","2520","St Patricks PS to Cullens Rd before The Scenic Rd via Avoca Beach","School buses","712","00B5EF","FFFFFF","1"
"26-252-1-sj2-1","2606","2521","Terrigal PS to Ocean View Dr after Pacific St","School buses","712","00B5EF","FFFFFF","1"
"26-252-2-sj2-1","2606","2522","St Phillips College to Copacabana Dr at Cullens Rd via Avoca Beach","School buses","712","00B5EF","FFFFFF","1"
"26-252-3-sj2-1","2606","2523","St Peters College to Westfields Tuggerah","School buses","712","00B5EF","FFFFFF","1"
"26-252-5-sj2-1","2606","2525","St Edwards Brothers College to Scenic Hwy op Picketts Valley Rd via N Avoca","School buses","712","00B5EF","FFFFFF","1"
"26-252-6-sj2-1","2606","2526","Erina Heights PS to Avoca Dr, opp Bowling Club via North Avoca","School buses","712","00B5EF","FFFFFF","1"
"26-252-7-sj2-1","2606","2527","St John The Baptist PS to MCMasters Rd opp Peninsula Community Centre","School buses","712","00B5EF","FFFFFF","1"
"26-252-8-sj2-1","2606","2528","Ettalong PS to Ettalong Memorial Club, Ocean View Rd via Umina Beach","School buses","712","00B5EF","FFFFFF","1"
"26-252-9-sj2-1","2606","2529","Our Lady Star Of The Sea School to Erina Park","School buses","712","00B5EF","FFFFFF","1"
"26-253-0-sj2-1","2606","2530","Woodport PS to Central Coast Grammar School","School buses","712","00B5EF","FFFFFF","1"
"26-253-1-sj2-1","2606","2531","Woy Woy Station to Kincumber PS via Bensville","School buses","712","00B5EF","FFFFFF","1"
"26-253-2-sj2-1","2606","2532","Our Lady Star Of The Sea School to Terrigal Dr before Duffys Rd","School buses","712","00B5EF","FFFFFF","1"
"26-253-3-sj2-1","2606","2533","St Edwards Brothers College to Green Point College","School buses","712","00B5EF","FFFFFF","1"
"26-253-4-sj2-1","2606","2534","Gosford East PS to Waggstaffe Av at Mullhall St","School buses","712","00B5EF","FFFFFF","1"
"26-253-6-sj2-1","2606","2536","Gosford East PS to Green Point College","School buses","712","00B5EF","FFFFFF","1"
"26-253-7-sj2-1","2606","2537","St Edwards Brothers College to Davidstown","School buses","712","00B5EF","FFFFFF","1"
"26-253-8-sj2-1","2606","2538","Henry Kendall HS to Maiden Brush Rd at Halcyon St via St Phillips College","School buses","712","00B5EF","FFFFFF","1"
"26-253-9-sj2-1","2606","2539","St Edwards Brothers College to Ocean Beach Rd at Veron Rd","School buses","712","00B5EF","FFFFFF","1"
"26-254-0-sj2-1","2606","2540","Gosford East PS to Wyoming d opp Angus Av","School buses","712","00B5EF","FFFFFF","1"
"26-254-1-sj2-1","2606","2541","St Phillips College to Somersby PS via Kariong","School buses","712","00B5EF","FFFFFF","1"
"26-254-2-sj2-1","2606","2542","St Edwards Brothers College to Duffys Rd after Kings Av","School buses","712","00B5EF","FFFFFF","1"
